_id,date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
1,#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,""
2,2004-01-15,Wheat flour - Retail,KG,cereals and tubers,13.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
3,2004-02-15,Wheat flour - Retail,KG,cereals and tubers,13.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
4,2004-03-15,Wheat flour - Retail,KG,cereals and tubers,14.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
5,2004-04-15,Wheat flour - Retail,KG,cereals and tubers,12.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
6,2004-05-15,Wheat flour - Retail,KG,cereals and tubers,13.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
7,2004-06-15,Wheat flour - Retail,KG,cereals and tubers,13.405,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
8,2004-07-15,Wheat flour - Retail,KG,cereals and tubers,13.6,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
9,2004-08-15,Wheat flour - Retail,KG,cereals and tubers,13.75,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
10,2004-09-15,Wheat flour - Retail,KG,cereals and tubers,13.75,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
11,2004-10-15,Wheat flour - Retail,KG,cereals and tubers,13.875,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
12,2004-11-15,Wheat flour - Retail,KG,cereals and tubers,14.1875,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
13,2004-12-15,Wheat flour - Retail,KG,cereals and tubers,14.75,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
14,2005-01-15,Wheat flour - Retail,KG,cereals and tubers,14.375,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
15,2005-02-15,Wheat flour - Retail,KG,cereals and tubers,14.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
16,2005-03-15,Wheat flour - Retail,KG,cereals and tubers,14.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
17,2005-04-15,Wheat flour - Retail,KG,cereals and tubers,14.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
18,2005-05-15,Wheat flour - Retail,KG,cereals and tubers,13.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
19,2005-06-15,Wheat flour - Retail,KG,cereals and tubers,12.66,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
20,2005-07-15,Wheat flour - Retail,KG,cereals and tubers,12.66,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
21,2005-08-15,Wheat flour - Retail,KG,cereals and tubers,12.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
22,2005-09-15,Wheat flour - Retail,KG,cereals and tubers,12.625,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
23,2005-10-15,Wheat flour - Retail,KG,cereals and tubers,12.813,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
24,2005-11-15,Wheat flour - Retail,KG,cereals and tubers,12.875,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
25,2005-12-15,Wheat flour - Retail,KG,cereals and tubers,12.875,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
26,2006-01-15,Wheat flour - Retail,KG,cereals and tubers,12.815,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
27,2006-02-15,Wheat flour - Retail,KG,cereals and tubers,12.97,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
28,2006-03-15,Wheat flour - Retail,KG,cereals and tubers,12.97,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
29,2006-04-15,Wheat flour - Retail,KG,cereals and tubers,13.015,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
30,2006-05-15,Wheat flour - Retail,KG,cereals and tubers,13.15,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
31,2006-06-15,Wheat flour - Retail,KG,cereals and tubers,13.32,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
32,2006-07-15,Wheat flour - Retail,KG,cereals and tubers,13.15,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
33,2006-08-15,Wheat flour - Retail,KG,cereals and tubers,13.29,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
34,2006-09-15,Wheat flour - Retail,KG,cereals and tubers,13.4225,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
35,2006-10-15,Wheat flour - Retail,KG,cereals and tubers,13.19,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
36,2006-11-15,Wheat flour - Retail,KG,cereals and tubers,13.19,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
37,2006-12-15,Wheat flour - Retail,KG,cereals and tubers,13.785,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
38,2007-01-15,Wheat flour - Retail,KG,cereals and tubers,14.13,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
39,2007-02-15,Wheat flour - Retail,KG,cereals and tubers,14.13,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
40,2007-03-15,Wheat flour - Retail,KG,cereals and tubers,14.13,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
41,2007-04-15,Wheat flour - Retail,KG,cereals and tubers,14.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
42,2007-05-15,Wheat flour - Retail,KG,cereals and tubers,14.1,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
43,2007-06-15,Wheat flour - Retail,KG,cereals and tubers,14.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
44,2007-07-15,Wheat flour - Retail,KG,cereals and tubers,15.19,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
45,2007-08-15,Wheat flour - Retail,KG,cereals and tubers,15.75,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
46,2007-09-15,Wheat flour - Retail,KG,cereals and tubers,15.696,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
47,2007-10-15,Wheat flour - Retail,KG,cereals and tubers,17.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
48,2007-11-15,Wheat flour - Retail,KG,cereals and tubers,19.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
49,2007-12-15,Wheat flour - Retail,KG,cereals and tubers,19.875,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
50,2008-01-15,Wheat flour - Retail,KG,cereals and tubers,21.05,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
51,2008-02-15,Wheat flour - Retail,KG,cereals and tubers,15.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
52,2008-03-15,Wheat flour - Retail,KG,cereals and tubers,15.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
53,2008-04-15,Wheat flour - Retail,KG,cereals and tubers,27.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
54,2008-05-15,Wheat flour - Retail,KG,cereals and tubers,30.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
55,2008-06-15,Wheat flour - Retail,KG,cereals and tubers,27.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
56,2008-07-15,Wheat flour - Retail,KG,cereals and tubers,27.6,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
57,2008-08-15,Wheat flour - Retail,KG,cereals and tubers,27.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
58,2008-09-15,Wheat flour - Retail,KG,cereals and tubers,27.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
59,2008-10-15,Wheat flour - Retail,KG,cereals and tubers,33.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
60,2008-11-15,Wheat flour - Retail,KG,cereals and tubers,33.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
61,2008-12-15,Wheat flour - Retail,KG,cereals and tubers,32.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
62,2009-01-15,Wheat flour - Retail,KG,cereals and tubers,28.6,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
63,2009-02-15,Wheat flour - Retail,KG,cereals and tubers,27.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
64,2009-03-15,Wheat flour - Retail,KG,cereals and tubers,27.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
65,2009-04-15,Wheat flour - Retail,KG,cereals and tubers,28.58,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
66,2009-05-15,Wheat flour - Retail,KG,cereals and tubers,28.98,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
67,2009-06-15,Wheat flour - Retail,KG,cereals and tubers,28.98,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
68,2009-07-15,Wheat flour - Retail,KG,cereals and tubers,28.592,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
69,2009-08-15,Wheat flour - Retail,KG,cereals and tubers,27.04,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
70,2009-09-15,Wheat flour - Retail,KG,cereals and tubers,27.04,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
71,2009-10-15,Wheat flour - Retail,KG,cereals and tubers,27.04,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
72,2009-11-15,Wheat flour - Retail,KG,cereals and tubers,27.04,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
73,2009-12-15,Wheat flour - Retail,KG,cereals and tubers,27.04,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
74,2010-01-15,Wheat flour - Retail,KG,cereals and tubers,29.82,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
75,2010-02-15,Wheat flour - Retail,KG,cereals and tubers,30.75,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
76,2010-03-15,Wheat flour - Retail,KG,cereals and tubers,30.75,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
77,2010-04-15,Wheat flour - Retail,KG,cereals and tubers,30.3,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
78,2010-05-15,Wheat flour - Retail,KG,cereals and tubers,28.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
79,2010-06-15,Wheat flour - Retail,KG,cereals and tubers,26.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
80,2010-07-15,Wheat flour - Retail,KG,cereals and tubers,26.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
81,2010-08-15,Wheat flour - Retail,KG,cereals and tubers,26.88,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
82,2010-09-15,Wheat flour - Retail,KG,cereals and tubers,28.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
83,2010-10-15,Wheat flour - Retail,KG,cereals and tubers,29.88,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
84,2010-11-15,Wheat flour - Retail,KG,cereals and tubers,30.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
85,2010-12-15,Wheat flour - Retail,KG,cereals and tubers,30.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
86,2011-01-15,Wheat flour - Retail,KG,cereals and tubers,30.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
87,2011-02-15,Wheat flour - Retail,KG,cereals and tubers,30.88,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
88,2011-03-15,Wheat flour - Retail,KG,cereals and tubers,31.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
89,2011-04-15,Wheat flour - Retail,KG,cereals and tubers,31.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
90,2011-05-15,Wheat flour - Retail,KG,cereals and tubers,30.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
91,2011-06-15,Wheat flour - Retail,KG,cereals and tubers,30.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
92,2011-07-15,Wheat flour - Retail,KG,cereals and tubers,30.38,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
93,2011-08-15,Wheat flour - Retail,KG,cereals and tubers,30.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
94,2011-09-15,Wheat flour - Retail,KG,cereals and tubers,30.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
95,2011-10-15,Wheat flour - Retail,KG,cereals and tubers,30.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
96,2011-11-15,Wheat flour - Retail,KG,cereals and tubers,30.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
97,2011-12-15,Wheat flour - Retail,KG,cereals and tubers,31.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
98,2012-01-15,Wheat flour - Retail,KG,cereals and tubers,32.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
99,2012-02-15,Wheat flour - Retail,KG,cereals and tubers,32.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
100,2012-03-15,Wheat flour - Retail,KG,cereals and tubers,32.7,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
101,2012-04-15,Wheat flour - Retail,KG,cereals and tubers,33.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
102,2012-05-15,Wheat flour - Retail,KG,cereals and tubers,33.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
103,2012-06-15,Wheat flour - Retail,KG,cereals and tubers,33.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
104,2012-07-15,Wheat flour - Retail,KG,cereals and tubers,33.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
105,2012-08-15,Wheat flour - Retail,KG,cereals and tubers,33.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
106,2012-09-15,Wheat flour - Retail,KG,cereals and tubers,34.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
107,2012-10-15,Wheat flour - Retail,KG,cereals and tubers,34.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
108,2012-11-15,Wheat flour - Retail,KG,cereals and tubers,34.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
109,2012-12-15,Wheat flour - Retail,KG,cereals and tubers,34.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
110,2013-01-15,Wheat flour - Retail,KG,cereals and tubers,35.2,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
111,2013-02-15,Wheat flour - Retail,KG,cereals and tubers,35.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
112,2013-03-15,Wheat flour - Retail,KG,cereals and tubers,35.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
113,2013-04-15,Wheat flour - Retail,KG,cereals and tubers,35.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
114,2013-05-15,Wheat flour - Retail,KG,cereals and tubers,35.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
115,2013-06-15,Wheat flour - Retail,KG,cereals and tubers,37.75,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
116,2013-07-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
117,2013-08-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
118,2013-09-15,Wheat flour - Retail,KG,cereals and tubers,40.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
119,2013-10-15,Wheat flour - Retail,KG,cereals and tubers,40.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
120,2013-11-15,Wheat flour - Retail,KG,cereals and tubers,43.12,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
121,2013-12-15,Wheat flour - Retail,KG,cereals and tubers,47.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
122,2014-01-15,Wheat flour - Retail,KG,cereals and tubers,47.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
123,2014-02-15,Wheat flour - Retail,KG,cereals and tubers,47.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
124,2014-03-15,Wheat flour - Retail,KG,cereals and tubers,47.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
125,2014-04-15,Wheat flour - Retail,KG,cereals and tubers,47.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
126,2014-05-15,Wheat flour - Retail,KG,cereals and tubers,44.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
127,2014-06-15,Wheat flour - Retail,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
128,2014-07-15,Wheat flour - Retail,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
129,2014-08-15,Wheat flour - Retail,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
130,2014-09-15,Wheat flour - Retail,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
131,2014-10-15,Wheat flour - Retail,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
132,2014-11-15,Wheat flour - Retail,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
133,2014-12-15,Wheat flour - Retail,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
134,2015-01-15,Wheat flour - Retail,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
135,2015-02-15,Wheat flour - Retail,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
136,2015-03-15,Wheat flour - Retail,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
137,2015-04-15,Wheat flour - Retail,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
138,2015-05-15,Wheat flour - Retail,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
139,2015-06-15,Wheat flour - Retail,KG,cereals and tubers,39.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
140,2015-07-15,Wheat flour - Retail,KG,cereals and tubers,38.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
141,2015-08-15,Wheat flour - Retail,KG,cereals and tubers,38.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
142,2015-09-15,Wheat flour - Retail,KG,cereals and tubers,38.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
143,2015-10-15,Wheat flour - Retail,KG,cereals and tubers,38.2,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
144,2015-11-15,Wheat flour - Retail,KG,cereals and tubers,39.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
145,2015-12-15,Wheat flour - Retail,KG,cereals and tubers,39.8,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
146,2016-01-15,Wheat flour - Retail,KG,cereals and tubers,40.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
147,2016-02-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
148,2016-03-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
149,2016-04-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
150,2016-05-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
151,2016-06-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
152,2016-07-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
153,2016-08-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
154,2016-09-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
155,2016-10-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
156,2016-11-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
157,2016-12-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
158,2017-01-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
159,2017-02-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
160,2017-03-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
161,2017-04-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
162,2017-05-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
163,2017-06-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
164,2017-07-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
165,2017-08-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
166,2017-09-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
167,2017-10-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
168,2017-11-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
169,2017-12-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
170,2018-01-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
171,2018-02-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
172,2018-03-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
173,2018-04-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
174,2018-05-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
175,2018-06-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
176,2018-07-15,Wheat flour - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,""
