,Region,Country,RE or Non-RE,Group Technology,Technology,Sub-Technology,Poducer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW)
1988,Asia,Sri Lanka,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022.0,,7.895
1989,Asia,Sri Lanka,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020.0,387,423.36
1990,Asia,Sri Lanka,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021.0,545,616.36
1991,Asia,Sri Lanka,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022.0,,706.36
1992,Asia,Sri Lanka,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020.0,331.7,179
1993,Asia,Sri Lanka,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,645.2,252
1994,Asia,Sri Lanka,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022.0,,252
1995,Asia,Tajikistan,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2020.0,879.61,400
1996,Asia,Tajikistan,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2021.0,879.61,400
1997,Asia,Tajikistan,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2022.0,,400
1998,Asia,Tajikistan,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020.0,627.489,318
1999,Asia,Tajikistan,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021.0,627.489,318
2000,Asia,Tajikistan,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2022.0,,318
2001,Asia,Tajikistan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2020.0,178.876,44.16
2002,Asia,Tajikistan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2021.0,178.876,45.26
2003,Asia,Tajikistan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2022.0,,45.26
2004,Asia,Tajikistan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,19169.1,5229
2005,Asia,Tajikistan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,19169.1,5229
2006,Asia,Tajikistan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,5229
2007,Asia,Tajikistan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020.0,,0.22
2008,Asia,Tajikistan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021.0,,0.22
2009,Asia,Tajikistan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022.0,,0.22
2010,Asia,Thailand,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2020.0,36823.168,
2011,Asia,Thailand,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2021.0,36064.625,
2012,Asia,Thailand,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2020.0,,40981
2013,Asia,Thailand,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2021.0,,42231
2014,Asia,Thailand,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2022.0,,44889
2015,Asia,Thailand,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020.0,113859.153,
2016,Asia,Thailand,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021.0,113112.859,
2017,Asia,Thailand,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,721.561,
2018,Asia,Thailand,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,716.372,
2019,Asia,Thailand,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2020.0,1172.15,166.84
2020,Asia,Thailand,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2021.0,1277.65,194.25
2021,Asia,Thailand,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2022.0,,194.25
2022,Asia,Thailand,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2020.0,476.8,560
2023,Asia,Thailand,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2021.0,476.8,560
2024,Asia,Thailand,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2022.0,,560
2025,Asia,Thailand,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2020.0,1414.7,557.2
2026,Asia,Thailand,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2021.0,1597.9,635.4
2027,Asia,Thailand,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2022.0,,635.4
2028,Asia,Thailand,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2020.0,1172.15,166.84
2029,Asia,Thailand,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2021.0,1277.65,194.25
2030,Asia,Thailand,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2022.0,,194.25
2031,Asia,Thailand,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2020.0,17845.1,3517.4
2032,Asia,Thailand,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2021.0,19259.5,3646.5
2033,Asia,Thailand,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2022.0,,3646.5
2034,Asia,Thailand,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2020.0,1.1,0.3
2035,Asia,Thailand,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2021.0,1.5,0.3
2036,Asia,Thailand,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2022.0,,0.3
2037,Asia,Thailand,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2020.0,,1369
2038,Asia,Thailand,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2021.0,,1369
2039,Asia,Thailand,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2022.0,,1369
2040,Asia,Thailand,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,4217.6,1739.8
2041,Asia,Thailand,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,4286.5,1741.1
2042,Asia,Thailand,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,1741.1
2043,Asia,Thailand,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020.0,5031.4,2982.62
2044,Asia,Thailand,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021.0,5015.1,3060.3
2045,Asia,Thailand,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022.0,,3060.3
2046,Asia,Thailand,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2020.0,,5
2047,Asia,Thailand,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2021.0,,5
2048,Asia,Thailand,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2022.0,,5
2049,Asia,Thailand,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020.0,3219.5,1506.82
2050,Asia,Thailand,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,3552.4,1545.3
2051,Asia,Thailand,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022.0,,1545.3
2052,Asia,Timor-Leste,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,Off-grid electricity,2020.0,47.22199999999998,29.4
2053,Asia,Timor-Leste,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,Off-grid electricity,2021.0,,29.399999999999977
2054,Asia,Timor-Leste,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,Off-grid electricity,2022.0,,29.399999999999977
2055,Asia,Timor-Leste,Total Non-Renewable,Fossil fuels,Oil,Oil,Off-grid electricity,2021.0,47.222,
2056,Asia,Timor-Leste,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,502.594,316.268
2057,Asia,Timor-Leste,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,507.986,316.268
2058,Asia,Timor-Leste,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2022.0,,316.268
2059,Asia,Timor-Leste,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2020.0,1.5,0.325
2060,Asia,Timor-Leste,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2021.0,1.5,0.325
2061,Asia,Timor-Leste,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2022.0,,0.325
2062,Asia,Timor-Leste,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020.0,0.558,0.36
2063,Asia,Timor-Leste,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021.0,0.572,0.369
2064,Asia,Timor-Leste,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022.0,,0.47
2065,Asia,Turkmenistan,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020.0,23730.12,7006.4
2066,Asia,Turkmenistan,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021.0,23730.12,7438.4
2067,Asia,Turkmenistan,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2022.0,,7870.4
2068,Asia,Turkmenistan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,3.154,1.2
2069,Asia,Turkmenistan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,3.154,2.2
2070,Asia,Turkmenistan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,2.2
2071,Asia,Uzbekistan,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2020.0,8960.545,
2072,Asia,Uzbekistan,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2021.0,12479.741,
2073,Asia,Uzbekistan,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2020.0,,14620.4
2074,Asia,Uzbekistan,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2021.0,,14440.3
2075,Asia,Uzbekistan,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2022.0,,14364.2
2076,Asia,Uzbekistan,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020.0,38684.415,
2077,Asia,Uzbekistan,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021.0,47376.406,
2078,Asia,Uzbekistan,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,263.5,
2079,Asia,Uzbekistan,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,315.653,
2080,Asia,Uzbekistan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,5000,2020.6
2081,Asia,Uzbekistan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,5000,2051.9
2082,Asia,Uzbekistan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,2047.9
2083,Asia,Uzbekistan,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020.0,,3.325
2084,Asia,Uzbekistan,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021.0,,3.325
2085,Asia,Uzbekistan,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022.0,,3.325
2086,Asia,Uzbekistan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020.0,0.3,0.175
2087,Asia,Uzbekistan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021.0,49,100.175
2088,Asia,Uzbekistan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022.0,,249.175
2089,Asia,Uzbekistan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020.0,15.5,0.75
2090,Asia,Uzbekistan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,1.2,0.75
2091,Asia,Uzbekistan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022.0,,0.75
2092,Asia,Viet Nam,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2020.0,114765,21554
2093,Asia,Viet Nam,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2021.0,113864,24351
2094,Asia,Viet Nam,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2022.0,,24951
2095,Asia,Viet Nam,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020.0,34008,7488
2096,Asia,Viet Nam,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021.0,25607,7655
2097,Asia,Viet Nam,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2022.0,,7655
2098,Asia,Viet Nam,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,1195,1370
2099,Asia,Viet Nam,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,2,1370
2100,Asia,Viet Nam,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2022.0,,1370
2101,Asia,Viet Nam,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2020.0,31.799,11
2102,Asia,Viet Nam,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2021.0,31.799,11
2103,Asia,Viet Nam,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2022.0,,11
2104,Asia,Viet Nam,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2020.0,20.236,7
2105,Asia,Viet Nam,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2021.0,20.236,7
2106,Asia,Viet Nam,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2022.0,,7
2107,Asia,Viet Nam,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,Off-grid electricity,2020.0,0.85,2
2108,Asia,Viet Nam,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,Off-grid electricity,2021.0,0.85,2
2109,Asia,Viet Nam,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,Off-grid electricity,2022.0,,2
2110,Asia,Viet Nam,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2020.0,31.799,11
2111,Asia,Viet Nam,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2021.0,31.799,11
2112,Asia,Viet Nam,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2022.0,,11
2113,Asia,Viet Nam,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2020.0,10.798,16.5
2114,Asia,Viet Nam,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2020.0,338.182,336
2115,Asia,Viet Nam,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2021.0,288.984,336
2116,Asia,Viet Nam,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2022.0,,336
2117,Asia,Viet Nam,Total Renewable,Bioenergy,Solid biofuels,Rice husks,Off-grid electricity,2020.0,38.544,11
2118,Asia,Viet Nam,Total Renewable,Bioenergy,Solid biofuels,Rice husks,Off-grid electricity,2021.0,38.544,11
2119,Asia,Viet Nam,Total Renewable,Bioenergy,Solid biofuels,Rice husks,Off-grid electricity,2022.0,,11
2120,Asia,Viet Nam,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2020.0,113.004,43
2121,Asia,Viet Nam,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2021.0,113.004,43
2122,Asia,Viet Nam,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2022.0,,43
2123,Asia,Viet Nam,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,73382,20774
2124,Asia,Viet Nam,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,75727,21539
2125,Asia,Viet Nam,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,21814
2126,Asia,Viet Nam,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020.0,5.49,5.49
2127,Asia,Viet Nam,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021.0,5.49,5.49
2128,Asia,Viet Nam,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022.0,,5.49
2129,Asia,Viet Nam,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020.0,10712.514,16656
